"num" "character" "dialogue"
"657" "LEIA" "Oh, what a mess. Chewie, do you think you can repair him?"
"658" "HAN" "Lando's got people who can fix him."
"659" "LEIA" "No, thanks."
"660" "LANDO" "I'm sorry. Am I interrupting anything?"
"661" "LEIA" "Not really."
"662" "LANDO" "You look absolutely beautiful. You truly belong here with us  among the clouds."
"663" "LEIA" "Thank you."
"664" "LANDO" "Will you join me for a little refreshment?"
"665" "LANDO" "Everyone's invited, of course."
"666" "LANDO" "Having trouble with you droid?"
"667" "HAN" "No. No problem. Why?"
"668" "LANDO" "So you see, since we're a small operation, we don't fall into  the...uh...jurisdiction of the Empire."
"669" "LEIA" "So you're part of the mining guild then?"
"670" "LANDO" "No, not actually. Our operation is small enough not to be  noticed...which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves."
"671" "HAN" "Aren't you afraid the Empire's going to find out about this  little operation and shut you down?"
"672" "LANDO" "That's always been a danger looming like a shadow over  everything we've built here. But things have developed that will insure security. I've just made a deal that will keep the Empire out of here forever."
"673" "VADER" "We would be honored if you would join us."
"674" "LANDO" "I had no choice. They arrived right before you did. I'm sorry."
"675" "HAN" "I'm sorry, too."
"676" "LUKE" "No, Threepio's with them."
"677" "LUKE" "Just hang on. We're almost there."
"678" "THREEPIO" "Mmmm. Oh, my. Uh, I, uh -- Take this off! I, uh, don't mean  to intrude here. I, don't, no, no, no...Please don't get up. No!"
"679" "THREEPIO" "Stormtroopers? Here? We're in danger. I must tell the  others. Oh, no! I've been shot!"
"680" "LANDO" "Lord Vader."
"681" "VADER" "You may take Captain Solo to Jabba the Hut after I  have Skywalker."
"682" "BOBA FETT" "He's no good to me dead."
"683" "VADER" "He will not be permanently damaged."
"684" "LANDO" "Lord Vader, what about Leia and the Wookiee?"
"685" "VADER" "They must never again leave this city."
"686" "LANDO" "That was never a condition of our agreement, nor was giving Han  to this bounty hunter!"
"687" "VADER" "Perhaps you think you're being treated unfairly."
"688" "LANDO" "No."
"689" "VADER" "Good. It would be unfortunate if I had to leave a garrison  here."
"690" "LANDO" "This deal's getting worse all the time."
"691" "THREEPIO" "Oh, yes, that's very good. I like that. Oh! Something's not  right because now I can't see. Wait. Wait! Oh, my! what have you done? I'm backwards, you stupid furball. Only an overgrown mophead like you would be stupid enough..."
"692" "HAN" "I feel terrible."
"693" "LEIA" "Why are they doing this?"
"694" "HAN" "They never even asked me any questions."
"695" "LEIA" "Lando."
"696" "HAN" "Get out of here, Lando!"
"697" "LANDO" "Shut up and listen! Vader has agreed to turn Leia and Chewie  over to me."
"698" "HAN" "Over to you?"
"699" "LANDO" "They'll have to stay here, but at least they'll be safe."
"700" "LEIA" "What about Han?"
"701" "LANDO" "Vader's giving him to the bounty hunter."
"702" "LEIA" "Vader wants us all dead."
"703" "LANDO" "He doesn't want you at all. He's after somebody called  Skywalker."
"704" "HAN" "Luke?"
"705" "LANDO" "Lord Vader has set a trap for him."
"706" "LEIA" "And we're the bait."
"707" "LANDO" "Well, he's on his way."
"708" "HAN" "Perfect. You fixed us all pretty good, didn't you?   My friend!"
"709" "LANDO" "Stop! I've done all I can do. I'm sorry I couldn't do better,  but I have my own problems."
"710" "HAN" "Yeah, you're a real hero."
"711" "LEIA" "You certainly have a way with people."
"712" "VADER" "This facility is crude, but it should be adequate to freeze  Skywalker for his journey to the Emperor."
"713" "IMPERIAL SOLDIER" "Lord Vader, ship approaching. X-wing class."
"714" "VADER" "Good. Monitor Skywalker and allow him to land."
"715" "LANDO" "Lord Vader, we only use this facility for carbon freezing. If  you put him in there, it might kill him."
"716" "VADER" "I do not want the Emperor's prize damaged. We will test it...on  Captain Solo."
"717" "THREEPIO" "If only you had attached my legs, I wouldn't be in this  ridiculous position. Now, remember, Chewbacca, you have a responsibility to me, so don't do anything foolish."
"718" "HAN" "What's going on...buddy?"
"719" "LANDO" "You're being put into carbon freeze."
"720" "BOBA FETT" "What if he doesn't survive? He's worth a lot to me."
"721" "VADER" "The Empire will compensate you if he dies. Put him in!"
"722" "THREEPIO" "Oh, no! No, no, no! Stop, Chewbacca, stop...!"
"723" "HAN" "Stop, Chewie, stop! Do you hear me? Stop!"
"724" "THREEPIO" "Yes, stop, please! I'm not ready to die."
"725" "HAN" "Chewie! Chewie, this won't help me. Hey!"
"726" "HAN" "Save your strength. There'll be another time. The princess -- you  have to take care of her. You hear me?"
"727" "LEIA" "I love you!"
"728" "HAN" "I know."
"729" "THREEPIO" "What...what's going on? Turn around, Chewbacca, I can't see.  Oh...they've encased him in carbonite. He should be quite well-protected -- if he survives the freezing process, that is."
"730" "VADER" "Well, Calrissian, did he survive?"
"731" "LANDO" "Yes, he's alive. And in perfect hibernation."
"732" "VADER" "He's all yours bounty hunter. Reset the chamber for Skywalker."
"733" "IMPERIAL OFFICER" "Skywalker has just landed, my lord."
"734" "VADER" "Good. See to it that he finds his way here. Calrissian, take  the princess and the Wookiee to my ship."
"735" "LANDO" "You said they'd be left in the city under my supervision."
"736" "VADER" "I am altering the deal. Pray I don't alter it any further."
"737" "LEIA" "Luke! Luke, don't -- it's a trap! It's a trap!"
"738" "VADER" "The Force is with you, young Skywalker. But you are not a Jedi  yet."
"739" "LANDO" "Well done. Hold them in the security tower -- and keep it  quiet. Move."
"740" "LEIA" "What do you think you're doing?"
"741" "LANDO" "We're getting out of here."
"742" "THREEPIO" "I knew all along it had to be a mistake."
"743" "LEIA" "Do you think that after what you did to Han we're going to trust  you?"
"744" "LANDO" "I had no choice..."
"745" "THREEPIO" "What are you doing? Trust him, trust him!"
"746" "LEIA" "Oh, so we understand, don't we, Chewie? He had no choice."
"747" "LANDO" "I'm just trying to help..."
"748" "LEIA" "We don't need any of your help."
"749" "LANDO" "H-a-a-a..."
"750" "LEIA" "What?"
"751" "THREEPIO" "It sounds like Han."
"752" "LANDO" "There's still a chance to save Han...I mean, at the East  Platform..."
"753" "LEIA" "Chewie."
"754" "THREEPIO" "I'm terribly sorry about all this. After all,  he's only a Wookiee."
"755" "BOBA FETT" "Put Captain Solo in the cargo hold."
"756" "THREEPIO" "Artoo! Artoo! Where have you been?"
"757" "THREEPIO" "Turn around, you wooly...!  Hurry, hurry! We're  trying to save Han from the bounty hunter!"
"758" "THREEPIO" "Well, at least your still in one piece! Look what happened  to me!"
"759" "THREEPIO" "Oh, no! Chewie, they're behind you!"
"760" "VADER" "You have learned much, young one."
"761" "LUKE" "You'll find I'm full of surprises."
"762" "VADER" "Your destiny lies with me, Skywalker. Obi-Wan knew this to be  true."
"763" "LUKE" "No!"
"764" "VADER" "All to easy. Perhaps you are not as strong as the Emperor  thought."
"765" "VADER" "Impressive...most impressive."
"766" "VADER" "Obi-Wan has taught you well. You have controlled your fear...  now release your anger."
"767" "VADER" "Only your hatred can destroy me."
"768" "LANDO" "The security codes has been changed!"
"769" "THREEPIO" "Artoo, you can tell the computer to override the security  system."
"770" "LANDO" "Attention! This is Lando Calrissian. The Empire has takes  control of the city. I advise everyone to leave before more Imperial troops arrive."
"771" "LANDO" "This way."
"772" "THREEPIO" "Don't blame me. I'm an interpreter. I'm not supposed to know  a power socket from a computer terminal."
"773" "THREEPIO" "What are you talking about? We're not interested in the  hyperdrive on the Millennium Falcon. It's fixed! Just open the door, you stupid lump."
"774" "THREEPIO" "I never doubted you for a second. Wonderful!"
"775" "THREEPIO" "Ouch! Oh! Ah! That hurt, Bend down, you thoughtless...Ow!"
"776" "LANDO" "Leia! Go!"
"777" "THREEPIO" "I thought that hairy beast would be the end of me. Of  course, I've looked better."
"778" "VADER" "You are beaten. It is useless to resist. Don't let yourself be  destroyed as Obi-Wan did."
"779" "VADER" "There is no escape. Don't make me destroy you. You do not yet  realize your importance. You have only begun to discover you power. Join me and I will complete your training. With our combined strength, we can end this destructive conflict and bring order to the galaxy."
"780" "LUKE" "I'll never join you!"
"781" "VADER" "If you only knew the power of the dark side. Obi-Wan never told  you what happened to your father."
"782" "LUKE" "He told me enough! He told me you killed him."
"783" "VADER" "No. I am your father."
"784" "LUKE" "No. No. That's not true! That's impossible!"
"785" "VADER" "Search your feelings. You know it to be true."
"786" "LUKE" "No! No! No!"
"787" "VADER" "Luke. You can destroy the Emperor. He has foreseen this. It is  your destiny. Join me, and we can rule the galaxy as father and son. Come with me. It's the only way."
"788" "LUKE" "Ben...Ben, please!"
"789" "LUKE" "Ben. Leia!"
"790" "LUKE" "Hear me! Leia!"
"791" "LEIA" "Luke...We've got to go back."
"792" "LANDO" "What?"
"793" "LEIA" "I know where Luke is."
"794" "LANDO" "But what about those fighter?"
"795" "LEIA" "Chewie, just do it."
"796" "LANDO" "But what about Vader?"
"797" "LANDO" "All right, all right, all right."
"798" "VADER" "Bring my shuttle."
"799" "LANDO" "Look, someone's up there."
"800" "LEIA" "It's Luke. Chewie, slow down. Slow down and we'll get under him.  Lando, open the top hatch."
"801" "LEIA" "Okay. Easy, Chewie."
"802" "LEIA" "Lando?"
"803" "LANDO" "Okay, let's go."
"804" "LUKE" "Oh, Leia."
"805" "LANDO" "All right, Chewie. Let's go."
"806" "LEIA" "I'll be back."
"807" "LEIA" "Star Destroyer."
"808" "LANDO" "All right, Chewie. Ready for light-speed."
"809" "LEIA" "If your people fixed the hyperdrive."
"810" "LEIA" "All the coordinates are set. It's now or never."
"811" "LANDO" "Punch it!"
"812" "LANDO" "They told me they fixed it. I trusted them to fix it. It's not  my fault!"
"813" "PIETT" "They'll be in range of our tractor beam in moments, lord."
"814" "VADER" "Did your men deactivate the hyperdrive on the Millennium  Falcon?"
"815" "PIETT" "Yes, my lord."
"816" "VADER" "Good. Prepare the boarding party and set for your weapons for  stun."
"817" "PIETT" "Yes, my lord."
"818" "THREEPIO" "Noisy brute. Why don't we just go into light-speed?"
"819" "THREEPIO" "We can't? How would you know the hyperdrive is deactivated?"
"820" "THREEPIO" "The city's central computer told you? Artoo-Detoo, you know  better than to trust a strange computer. Ouch! Pay attention to what you're doing!"
"821" "VADER" "Luke."
"822" "LUKE" "Father."
"823" "VADER" "Son, come with me."
"824" "LUKE" "Ben, why didn't you tell me?"
"825" "LANDO" "Chewie!"
"826" "LUKE" "It's Vader."
"827" "VADER" "Luke...it is your destiny."
"828" "LUKE" "Ben, why didn't you tell me?"
"829" "PIETT" "Alert all commands. Ready for the tractor beam."
"830" "THREEPIO" "Artoo, come back at once! You haven't finished with me yet!  You don't know how to fix the hyperdrive. Chewbacca can do it. I'm standing here in pieces, and you're having delusions of grandeur!"
"831" "THREEPIO" "Oh, you did it!"
"832" "LANDO" "Luke, we're ready for takeoff."
"833" "LUKE" "Good luck, Lando"
"834" "LANDO" "When we find Jabba the Hut and that bounty  hunter, we'll contact you."
"835" "LUKE" "I'll meet you at the rendezvous point on  Tatooine."
"836" "LANDO" "Princess, we'll find Han. I promise."
"837" "LUKE" "Chewie, I'll be waiting for your signal."
"838" "LUKE" "Take care, you two. May the Force be with you."
"839" "LUKE" "Ow!"
"1" "SHUTTLE CAPTAIN" "Command station, this is ST 321. Code Clearance Blue. We're starting our approach. Deactivate the security shield."
"2" "DEATH STAR CONTROLLER" "The security deflector shield will be deactivated when we have confirmation of your code transmission. Stand by... You are clear to proceed."
"3" "SHUTTLE CAPTAIN" "We're starting our approach."
"4" "OFFICER" "Inform the commander that Lord Vader's shuttle has arrived."
"5" "OPERATOR" "Yes, sir."
"6" "JERJERROD" "Lord Vader, this is an unexpected pleasure.  We're honored by your presence."
"7" "VADER" "You may dispense with the pleasantries, Commander. I'm here to put you back on schedule."
"8" "JERJERROD" "I assure you, Lord Vader, my men are working as fast as they can."
"9" "VADER" "Perhaps I can find new ways to motivate them."
"10" "JERJERROD" "I tell you, this station will be operational as planned."
"11" "VADER" "The Emperor does not share your optimistic appraisal of the situation."
"12" "JERJERROD" "But he asks the impossible. I need more men."
"13" "VADER" "Then perhaps you can tell him when he arrives."
"14" "JERJERROD" "The Emperor's coming here?"
"15" "VADER" "That is correct, Commander. And he is most displeased with your apparent lack of progress."
"16" "JERJERROD" "We shall double our efforts."
"17" "VADER" "I hope so, Commander, for your sake. The Emperor is not as forgiving as I am."
"18" "THREEPIO" "Of course I'm worried. And you should be, too. Lando Calrissian and poor Chewbacca never returned from this awful place."
"19" "THREEPIO" "Don't be so sure. If I told you half the things I've heard about this Jabba the Hutt, You'd probably short-circuit."
"20" "THREEPIO" "Artoo, are you sure this is the right place? I better knock, I suppose."
"21" "THREEPIO" "There doesn't seem to be anyone there. Let's go back and tell Master Luke."
"22" "STRANGE VOICE" "Tee chuta hhat yudd!"
"23" "THREEPIO" "Goodness gracious me!"
"24" "THREEPIO" "Artoo Detoowha bo Seethreepiowha ey toota odd mischka Jabba du Hutt."
"25" "THREEPIO" "I don't think they're going to let us in, Artoo. We'd better go."
"26" "THREEPIO" "Artoo, wait. Oh, dear! Artoo. Artoo, I really don't think we should rush into all this."
"27" "THREEPIO" "Oh, Artoo!  Artoo, wait for me!"
"28" "THREEPIO" "Just you deliver Master Luke's message and get us out of here. Oh my! Oh! Oh, no."
"29" "BIB" "Die Wanna Wanga!"
"30" "THREEPIO" "Oh, my! Die Wanna Wauaga. We -- we bring a message to your master, Jabba the Hutt."
"31" "THREEPIO" "... and a gift.  Gift, what gift?"
